mean,median,std,var_coeff
392.0,385.0,104.4222198576529,26.638321392258394
205.28571428571428,203.0,69.7966433904341,33.99975669680158
152.14285714285714,160.0,65.56784926427629,43.09623895304545
189.42857142857142,217.0,62.01036779672988,32.73548827881668
34.857142857142854,11.0,50.51873768358486,144.93080482995657
0.8571428571428571,1.0,0.8997354108424372,104.96913126495102
1.0,1.0,1.1547005383792515,115.47005383792515
0.42857142857142855,0.0,0.5345224838248487,124.7219128924647
0.5714285714285714,0.0,0.7867957924694432,137.68926368215256
0.8571428571428571,0.0,1.2149857925879117,141.7483424685897
0.14285714285714285,0.0,0.37796447300922725,264.5751311064591
0.0,0.0,0.0,0.0
0.14285714285714285,0.0,0.3779644730092273,264.57513110645914
0.0,0.0,0.0,0.0
0.2857142857142857,0.0,0.48795003647426655,170.7825127659933
0.2857142857142857,0.0,0.4879500364742666,170.78251276599332
0.14285714285714285,0.0,0.3779644730092273,264.57513110645914
0.14285714285714285,0.0,0.3779644730092273,264.57513110645914
0.42857142857142855,0.0,0.7867957924694431,183.58568490953675
0.14285714285714285,0.0,0.37796447300922725,264.5751311064591
1.4285714285714286,1.0,0.5345224838248488,37.416573867739416
1313.4285714285713,1374.0,265.60111517264454,20.221968742750835
